Brand,Series,,,Wattages,Tier,Year,,Size,ATX Ver.,Input Range,Modularity,Efficiency,Topology,,,ODM,Platform Code,Notes
,,SX Platinum (SX-PT New),,750W,C+,2021,,SFX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,"OTP either set over 200C or not present; extremely loud (over 42dbA) under full load, and mediocre performance all around."
,,SX-LG,,500W,B,2015,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-770,
,,ST-SF-G,,450W,C,2012,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,,
,,ST-SF V3,,300/450W,C,2017,,SFX,ATX 2.x,Full,No,B,DF,PR,DC-DC,High Power,NO-792,
,Strider,ST-ES,,400-700W,E,2013,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,CWT,GPM,
,,,,,E,2013,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,High Power,NO-703,
,,ST-ES 230V,,400-700W,E,2013,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,CWT,GPM,
,,,,,E,2013,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,NO-703,
,,ST-EF,,550/650/750W,E,2023,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,CWT,GPM,
,,ST-EFA,,650W,E,2024,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,CWT,GPM,
,,ST-P,,500/600/700W,E,2022,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,CWT,GPM,Rebrand of the ST-ES 230V
,,ST-PB,,550/650/750W,E,2019,,ATX,ATX 2.x,Full,Full,B,DF,PR,GR,Enhance,,
,,STF-G,,550/650W,C*,2015,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,,
,,STF-GS V3,,550/650/750W,B*,2015,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,,
,,,,850W,B*,2015,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,,
,,,,1500W,B*,2015,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,,
,,ST-PT,,550-850W,B+,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,Astro Lite HPM (NO-771),Good electrical performance let down by no inrush protection; bad power good signal.
,,,,1000/1200W,B-,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Very poor transient response and ripple on 3.3V.
,,ST-PTS,,1000W,F,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Malfunctioning OCP and OPP that fails to kick in before the unit's line voltages drop out of spec.
,,,,1200W,B-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Bad power good signal.
,,ST F-TI,,600/700/800W,B,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,
,,ST-TI,,1100-1500W,E,2017,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,"Several issues including very poor ripple suppression at seemingly random intervals, OCP is set way too high on all rails, bad power good signal."
,Triton,,Rx Gold,650W,B-,2025,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,Andyson,P59,"Claims an ICB fan, actually uses an LLS (rifle) bearing. Extremely loud, in excess of 45dBA under full load."
,,,,750/850W,B-,2025,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,Andyson,P59,"Claims an ICB fan, Aris showed a rifle bearing. OPP set high (~150%,) OOS 3.3V transients. Noisy (>50dBA@750W load). Dual EPS on 18AWG cable."
,,,Rz Gold,650W,B-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P59,"Claims an ICB fan, actually uses an LLS (rifle) bearing. Noisy (~40dBA); OPP is set way higher than necessary, as is OCP on 12V, 3.3V, 5VSB."
,,,,750/850W,B-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P59,"Claims an ICB fan, actually uses an LLS (rifle) bearing. Noisy ~40dBA for 750W and in excess of 48dBA for the 850W under full load."
,,,,1000W,B+,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX ATX 3.0 high-wattage,"3-year warranty, has A- performance from a multitude of minor issues."
,VIVA,Gold,,650/750W,B+,2021,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817,
,,Bronze,,550/650/750W,C,2021,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,SANR,S-D,Subpar hold-up time.
,Zeus,,,1650W,A*,2024,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,High Power?,,Claims all protections. More information needed.
,,,,,,,,,,,,,,,,,,
Super Flower,Combat,DB,,550/650W,C*,2024,,ATX,ATX 2.x,Full,No,B,,,DC-DC,Unknown,,
,,,,750/850W,C*,2024,,ATX,ATX 3.x,Full,No,B,,,DC-DC,Unknown,,
,,FG,,650/750/850W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,Upgraded GPX ATX 3.0,"Cybenetics report says 650W and 850W units died in -12V SCP testing, which is no longer used in modern systems. 750W unsubmitted."
,,SG,,650/750/850W,B-,2024,,ATX,ATX 3.x,Full,Semi,G,LLC,SR,DC-DC,CWT,Upgraded GPX ATX 3.0,Semi-modular/costdown Combat FG. Does not seemingly suffer the same SCP issue with the FG.
,Legion,GX Pro,,550-850W,B,2021,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Super Flower,Updated Golden Green,No transient response testing found.
,,HX,,550/650/750W,C*,2023,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Super Flower,Updated Golden Green,"Sleeve bearing fan, only internal shots provided; no performance data to be found."
,Leadex,Silver,,550/650W,C,2017,,ATX,ATX 2.x,230V,Full,S,LLC,SR,DC-DC,Super Flower,Costdown Leadex II,"Leadex II costdown, single-layer PCB. Sleeve bearing fan. Capacitors aren't of the highest quality."
,,Gold,,550/650/750W,A-,2013,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex Gold,"Chinese caps, 20AWG gauges on the EPS/PCIe cables; 5VSB regulation doesn't quite hit A tier specifications."
,,,,1000/1300W,A-,2013,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex GT,1300W 5VSB voltage regulation doesn't quite hit A tier performance.
,,Gold SE,,1000/1300W,A,2013,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Updated Leadex GT,
,,Platinum,,550-850W,A,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex Gold,Hold-up time fails to meet the ATX minimum specification.
,,,,1000/1200W,A,2013,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex GT,1200W hold-up time fails to meet the ATX minimum specification.
,,,,1600W,A,2015,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex GTX,
,,,,2000W,A,2015,,ATX,ATX 2.x,230V,Full,P,LLC,SR,DC-DC,Super Flower,Leadex GTX,230V only since 115VAC sockets cannot supply 2kW of power.
,,Platinum (ATX 3.1),,2800W,A+,2025,,ATX,ATX 3.x,230V,Full,P,LLC,SR,DC-DC,Super Flower,Leadex GTX heavily mod.,"Bridgeless PFC, exceptional electrical performance per Cybenetics' entry & confirmed internal shots per Quasar Zone and Aris."
,,Platinum SE,,850W,A,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex Platinum,
,,,,1000/1200W,A,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Updated Leadex GT,
,,Titanium,,750-1000W,A+,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Super Flower,Leadex GT,
,,,,1600W,A+,2023,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,Super Flower,Leadex GTX,
,Leadex II,,,750/850/1000W,A,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex II,
,Leadex III,ARGB,,550-850W,A-,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex III,Pro version - black casing instead of white. Pigtail PCIe cables for the 650W. Cost down version of the Pro ARGB.
,,Gold Up ATX 3.1 (GE),,650-1000W,A,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex III upd. to ATX 3.1,"850W has weak 3.3V transient response, but otherwise works well. 1000W seems to lack proper efficiency certifications, but meets gold criteria."
,,,,1300W,A,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex VII XG heavily mod.,Initial testing from 2024 showed 5VSB OCP was set too high leading to failure of the unit. The unit was retested in June 2025 and passed.
,,HG,,550-850W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex III,"Poorly tuned OCP & OPP, 20AWG pigtails on PCIe connectors. 750/850w has a dual 8 pin to 600W 12VHPWR cable available for purchase."
,,Pro ARGB,,650/750/850W,A-,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex III,
,,Super Bronze Pro,,550-850W,B,2021,,ATX,ATX 2.x,Full,Full,B,LLC,SR,DC-DC,Super Flower,Leadex III Bronze (EVGA B3),Limited information.
,Leadex V,Gold Pro,,750/850/1000W,A-,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex V,Poorly tuned OCP triggering points and 20AWG gauge for the far-end PCIe connectors. Treat capacity as ~100W lower than advertised.
,,Platinum Pro,,850/1000W,A-,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex V,Unusually tight OCP triggering points and 20AWG gauge for the far-end PCIe connectors. Treat capacity as ~100W lower than advertised.
,Leadex VI,Platinum Pro,,850/1000W,A-,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex VI Platinum,OCP on 3.3V rail is not properly implemented.
,Leadex VII,Gold (XG),,750-1300W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Super Flower,Leadex VII Gold (XG),White variant available at 1kW.
,,Platinum Pro (XP),,850/1000/1200W,A+,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Super Flower,Leadex VII Platinum (XP),
,Platinum King,,,450/550/650W,C+,2017,,ATX,ATX 2.x,Full,No,P,LLC,SR,DC-DC,Super Flower,Platinum King,No OTP and OCP (12V) present; low hold-up time (out of spec); poor soldering quality.
,Zillion,DB Bronze,,550W,E,2024,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,Zhong Yuan,,Sleeve bearing fan. OCP untested.
,,,,650W,F,2024,,ATX,ATX 2.x,230V,No,B,DF,SR,DC-DC,Zhong Yuan,,"Faulty OCP on +12V, unit experiences a huge voltage drop to 10.92V on +12V. Possible bad sample, avoid until further testing. Sleeve bearing fan."
,,,,750W,C*,2024,,ATX,ATX 2.x,230V,No,B,DF,SR,DC-DC,Zhong Yuan,,OCP works on +12V. Sleeve bearing fan.
,,DB Bronze ATX 3.1,,750/850W,C*,2024,,ATX,ATX 3.x,Full,No,B,DF,SR,DC-DC,Zhong Yuan,,Sleeve bearing fan.
,,DB Silver ATX 3.1,,650/750/850W,C*,2025,,ATX,ATX 3.x,230V,No,S,DF,SSR,DC-DC,Zhong Yuan,,
,,DW White,,550/650W,E,2024,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Zhong Yuan,,Group regulated.
,,FG Gold,-,650W,B-*,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Zhong Yuan?,,"No warranty statements on US sites, but SF support stated that a 5-year warranty is provided by Newegg in the US."
,,,,750W,B-*,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Zhong Yuan?,,
,,,ATX 3.1,850/1050/1250W,B-*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Zhong Yuan?,,
,,,,,,,,,,,,,,,,,,
Thermaltake,Litepower,New (2016+),,350-650W,F,2016,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,Multiple,Unknown,"Unknown number of suppliers. Missing crucial safety protections, very old platforms and very poor build quality."
,,RGB,,450/550/650W,F,2019,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,HKC,ATX-13,"Missing crucial safety protections, very old platform and very poor build quality."
,SMART,BX1,Standard,450-750W,E,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Multiple,"HKC, CWT, CE Link?","3 separate versions dependent upon region, all groupreg. Also a 230V only version. Unrecommendable."
,,,RGB,550/650W,E,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,HKC,ATX-13,
,,,,750W,C,2018,,ATX,ATX 2.x,Full,No,B,DF,PR,DC-DC,HKC,ATX-15A,"DC-DC, but 12V capacity is rated awfully low, at what a GR would typically be (672W or 56A)."
,,,"""DC-DC Ver.""",550-750W,C-*,2024,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,CE Link,Similar to SMART W3,
,,BM1,,500/600/700W,E,2018,,ATX,ATX 2.x,230V,Semi,B,DF,PR,GR,"CWT, Andyson",GPM (CWT),
,,BM2,Ver. A (2019),450-750W,C+,2019,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,CWT,CSB-A,
,,,Ver. B (2024),450-750W,C-*,2024,,ATX,ATX 2.x,Full,Semi,B,DF,SR,DC-DC,CE Link,Costdown BM3,12V capacity is rated much lower than the CWT CSB-A models.
,,BX3,,550-750W,C*,2023,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,CE Link,Costdown BM3,
,,BM3,,650/750/850W,C,2023,,ATX,ATX 3.x,Full,Semi,B,DF,SR,DC-DC,CE Link,PCFB-A-AT3,"Transient response was tested but values were left out. OPP is set very high, but the PSU handled it and shut down safely and properly."
,,RGB,,500/600/700W,D,2020,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,HKC,,
,,Pro RGB,,850W,C,2017,,ATX,ATX 2.x,Full,Full,B,DF,SR,DC-DC,High Power,Direct12II Bronze (NO-790),
,,DPS G,Bronze,500/600/700W,D,2016,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,CWT,GPK,
,,,Gold,650/750W,C+,2016,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPS,
,,Gold (OEM/SI),,600W,C,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,Costdown GX1 with 85C Chinese caps and a sleeve bearing Yate Loon fan; intended for OEM/SI market.
,,White Label,,430-700W,F,2018,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,Multiple,,"Black casing, white sticker. Unknown number of suppliers for this unit. Versions that have been tested have malfunctioning OCP, OPP, and SCP."
,,W3,,500/600/700W,C-*,2024,,ATX,ATX 3.x,Full,No,W,DF,SR,DC-DC,CE Link,Further costdown BM3,May be double-sourced (at least) for other markets.
,TR2,S,-,350-700W,F,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Multiple,Unknown,"Very poor build quality and unknown number of suppliers, crucial protections not claimed."
,,,"""DC-DC Ver.""",500-750W,C-*,2023,,ATX,ATX 2.x,230V,No,W,DF,SR,DC-DC,CE Link,Similar to W3,"Flat black cables, model PS-TRS-[Wattage]NNSAW. Claims DC-DC and all protections. Possibly double-sourced with HKC."
,,Gold,,450-700W,C+,2015,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,Astro Lite HPM (NO-771),
,Toughpower,Gold,,650/750W,B-,2014,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,Modified GPS,
,,"DPS G
RGB",Gold,650/750W,C+,2016,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSC,
,,,,850W,C+,2016,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSH,
,,,Titanium,850/1000W,A,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,
,,,,1250W,A-,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,CWT,CST,"5VSB OCP needs tuning (59mV ripple); An EPS cable can fit into a PCIe socket and vice versa, but they're not electrically compatible."
,,,,1500W,F,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,Malfunctioning safety protections
,,Grand Platinum,,700W,C+,2013,,ATX,ATX 2.x,Full,Semi,P,LLC,SR,DC-DC,High Power,Astro Gold HPA,"No proper transient testing, too old."
,,,,850-1200W,C+,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,1300GT Plat,
,,"Grand
RGB",Gold,650/750/850W,B+,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-781,
,,,Gold Sync Ed.,650/750W,B+,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810,
,,,,850W,B-,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810,OTP is set over 200C or doesn't work.
,,,Platinum,850/1050W,B-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,OTP doesn't work
,,,,1200W,C+,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,"OTP works on the 1200W model, however the 5VSB OCP is so out of tune, ripple supression exceeds 200mV."
,,"iRGB
Plus",Gold,1000W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,"OPP works, OTP claimed; tested working in other GPR-based units in similar configurations."
,,,,750/850W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,OTP claimed; tested working in other GPR-based units in similar configurations.
,,,Platinum,850-1250W,A+,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,
,,,Titanium,1250W,A,2017,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,CWT,CST,
,,,,1650W,A,2023,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,CWT,CTT,
,,GF,Plus,750/850W,A,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPU,Regional dependent.
,,,Standard,550-850W,A*,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPU,"Europe, India and Japan model. Lower-wattage variants might be GPX, consider 850W tier A. Inconclusive."
,,GF1,ARGB,650/750/850W,A+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,
,,,Premium (2021),650/750/850W,A+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,
,,,,1000W,A+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,
,,,,1200W,A,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CST,
,,,Premium (2024),750/850W,B*,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CE Link,Costdown GF A3,"Limited info; internal shots show it as a costdown GF A3 w/o 12VHPWR, Chinese caps and other cheap components; 140mm depth. Made in VN."
,,,Snow,650/750/850W,A+,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPR,
,,GF2 ARGB,,650/750/850W,A-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-830,
,,GF3,ARGB,750/850W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-832F,
,,,"Premium, Original
(TPD-FCG)",750-1000W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
,,,,1200W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
,,,"Premium, Swap
(TPD-FLG)",850W?,B*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CE Link,Upgraded GF A3,"Made in Vietnam, part number is TPD-(watts)AH3FLG. Not certain on date of swap. This does NOT mean that every unit built after 2023 is the swap - only units bearing the TPD-FLG part number. Appears to be being double-sourced."
,,,,1200W,A-*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CE Link,PCFG-A-FA (PF1),
,,,"Premium, Original
(TPD-FSG)",1350W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826,
,,,,1650W,B-,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-819C,"Very beefy platform, however OTP doesn't work; very loud. Would be tier A- if not for OTP not working."
,,,Snow,1200W,A-*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CE Link,PCFG-A-FA (PF1),"OPP is tested on this unit, but ATX 3.0/3.1 transient response is not. Load regulation is good, ripple suppression is decent."
,,GF A3,Global,650/750/850W,B,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,ATX-23B,
,,,,1050/1200W,B,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,ATX-33,
,,,N. Amer.,650-1200W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CE Link,,"Unnanounced OEM swap for North American market. Technically invalid 80 Plus certification, but did qualify for Gold in testing, as advertised."
,,,Snow,850/1050W,B,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CE Link,,
,,,Hydrangea Blue,1050W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CE Link,,"Limited special edition model for 25th anniversary, no indication of any internal changes"
,,GT,Version A,650/750/850W,B-*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,XWY?,Costdown A07B?,Circular fan grille; no info aside from internal shots from Thermaltake. Likely even more costdown A07B.
,,,Version B,750/850W,B-*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,XWY,A07B,
,,,,1000/1200W,B*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Unknown,,No info
,,,Snow,750/850W,B-*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,XWY,A07B,
,,,,1000/1200W,B*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Unknown,,No info
,,GX1,Non-RGB,500/600/700W,C+,2018,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,
,,,RGB,500/600/700W,C,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,HKC,ATX-06,
,,GX2,Original,500/600/700W,C+,2020,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,"GX1 costdown. If CWT based, 588W on 12V output for 600W."
,,,Swap,500/600/700W,C-*,2024,,ATX,ATX 2.x,Full,No,G,DF,SR,DC-DC,CE Link,PCZ00-M01B,Unannounced downgrade; seemingly affects North America. 600W unit has 12W less on 12V rail (576W) compared to OG. CWT unit (588W)
,,GX3,,750W,B-*,2025,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,CWT,GPW,Europe only? See here.
,,,,850W,B-*,2024,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,CE Link,Costdown GF A3 or GT,Not certain on platform
,,PF3,,750-1200W,A-,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,HKC,ATX-40,"Questionable fan quality, two EPS connectors on the same cable. Otherwise qualifies for A tier based on performance."
,,PF1,Premium,650/750/850W,B+,2020,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,HKC,ATX-23,No MOV
,,,,1050/1200W,A-,2021,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CE Link,PCFG-A-FAD-A,"Quite loud under full load, ~39dbA"
,,,ARGB,850/1050/1200W,A-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,"Aggressive fan profile, ~40+ dbA output."
,,TF1,,1550W,A+,2021,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,CWT,CTT,Semi-digital
,,SFX,Old,450/600W,F,2016,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,,Over 500mV of ripple at 110% load on the +12V line is inexcusable (over 4x the ATX specification limit). Clearly a major design flaw.
,,,New (Premium),450/550/650W,B*,2021,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,HKC,,Insufficient protections data to confirm tiering.
,,,Gold ATX 3.0,450-850W,F,2020,,SFX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,SFX-03,Multiple inexcusable protections malfunctions despite good electrical performance.
,,,,1000W,A-,2022,,SFX-L,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,SFXL-05,OCP is set much higher than necessary on all rails.
,,,Platinum ATX 3.1,750/850W,B-,2024,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CE Link,,"Single-sided PCB, voltage drops right before protection trip points on the minor rails; however, the protections did engage in time."
,,,,1000W,F,2024,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CE Link,,Malfunctioning protections that don't engage in time before the minor rails experience a huge voltage drop out of spec.
,,,,,,,,,,,,,,,,,,
Thermalright,TR-ABFX,,,500W,C-,2021,,SFX,ATX 2.x,Full,No,B,DF,PR,DC-DC,CWT,GPH-M,
,TR-AG,,,650W,C*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT*,GPX ATX 3.0?,450W 12VHPWR
,,,,750/850W,C*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT*,GPX ATX 3.0?,Internal shots here.
,,,,1000W,C*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT*,CSZ?,Internal shot?
,TR-KG,,,650/750/850W,B*,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,HKC,ATX-32 (mod. ATX-33?),Looks like a modified ATX-33 platform for lower wattages. No thorough testing on this platform.
,TR-TB,,-,650W,C*,2022,,ATX,ATX 2.x,Full,Full,B,DF,SR,DC-DC,SANR,700D A-T (S-TZ rebrand?),"Costdown S-TZ? Platform code marking lists as S-TZ, ClearResult and label only have 700D A-T. 650W lacks 12VHPWR."
,,,,750W,C*,2022,,ATX,ATX 3.x,Full,Full,B,DF,SR,DC-DC,SANR,700D A-T (S-TZ rebrand?),
,,,,850W,C*,2023,,ATX,ATX 3.x,Full,Full,B,DF,SSR,DC-DC,SANR,S-850TZ A,No info.
,,,S,450/550/650W,C*,2022,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,SANR,700D A-T (S-TZ rebrand?),"Costdown S-TZ? Platform code marking shows S-TZ, ClearResult and label state 700D A-T. 450-650W lack 12VHPWR. See here. See here."
,,,,750W,C*,2022,,ATX,ATX 3.x,Full,No,B,DF,SR,DC-DC,SANR,700D A-T (S-TZ rebrand?),
,,,,850W,C*,2023,,ATX,ATX 3.x,Full,No,B,DF,SSR,DC-DC,SANR,S-850TZ A,No info.
,TR-TG,,-,550W,C*,2023,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-750MZ A,Cost-down S-850MZ platform reserved for 500-550w?
,,,,650-1000W,C*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-850MZ A,550-1000W aren't properly reviewed. White variants have a different method of DC-DC conversion from black models.
